Services;Localisation;Region;Auteur;Commentaires;Date;Etoile;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Lili l;Extrêmement désagréable au téléphone, 1 mois maintenant que j'ai demander un Rdv pour ne pas être radié et je n'ai toujours pas été rappeler, malgres qu'au téléphone on me dise de ne pas appeler car ma demande est pris en compte et régler en 48h, j'attends encore ! Scandaleux;22/05/2020;1;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Romane SOLDE (“RSLJ”);Système de radiation imcompréhension. Rendu deux fois sur place pour un rendez vous qui n'a jamaid eu lieu.;23/05/2018;1;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Thomas LaForge;C'était ma première fois je ne connaissais rien je remercie les gilets bleu de leurs aide.;22/05/2021;5;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Svetlana Correia;Je vous souhaite de ne jamais dépendre de cette agence! Il n’ont rien à faire;22/05/2021;1;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Caroline Nogent;Très bonne agence merci les gilets bleu!;22/05/2021;5;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Ahmed Bousrhane;Mon ancien cartier les années 60;23/05/2016;5;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Jérôme lobit;ne réponds pas au téléphone;22/05/2020;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Océane Ladydoll;Les conseillers ne répondent pas aux messages, impossible d'avoir quelqu'un au téléphone. Ils mettent des mois à traiter les documents. Résultat 1 mois de retard dans le traitement de mon dossier, personne ne veut m expliquer pourquoi je n'ai toujours pas touché mes indemnités, alors que j'ai fais toutes les démarches en temps et en heure. Un manque de professionnalisme et d humanité totale.;23/12/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;braque cores;C est une catastrophe cette agence, il vous radie pour rien, il vous demande.plein de documents pour ensuite vous demander encore autre chose,bref embauchez des gens et offrer un service en adéquation avec l agglomération...ça se ressent que vos employés sont surmenés et font n' importe quoi...;22/04/2023;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Noum R;Ça fait plusieurs semaines que j'écris à ma conseillère et lui demande de me rappeler car son retour de mail ne répond pas à ma question, en vain ! Le contenu des mails est robotisé et on ne sent pas de personnalisation.;22/01/2023;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;CleanData With python;Je mis une étoile car je ne peux pas mettre moins. On m'a convoqué pour un entretien avec le centre Gustave Roussy, j'ai patienté 3 heures afin de voir une Damme qui n'a rien à voir avec le poste de data manager, elle m'a dit qu'ils vont me rappeler.- Pôle emploi de Villejuif est agence publicitaire, ils prennent des photos derrière non dos pour des raisons commerciales.  (00/5)- Gustave Roussy une équipe de recruteuses sont loin du monde de professionnalisme  (00/5);24/10/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;OnKardesh;Il faudrait raser tout le service indemnisation pour recruter des jeunes motivés. Au téléphone j’ai eu une dame du service indemnisation qui me demande d’envoyer un recommandé pour recevoir mon droit oui mon droit au chômage que je n’ai évidemment toujours pas reçu depuis plus d’un mois. En espérant qu’on fera pareil à vos enfants plus tard ✌🏼;22/05/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Karim Camara;Les conseillers sont plutôt sympathiques et donnent de très bons conseils. Par contre la dame antillaise à l’accueil qui est très souvent sur le bureau de gauche en entrant est une vrai catastrophe, aucune politesse, regarde les gens de haut et surtout impossible de discuter avec elle. Vraiment exécrable comme personne!!;22/05/2020;2;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Johnny BADASS;Des bras casses, ils perdent les dossiers, ils pensent qu'ils ont le droit de gérer vos allocations et que vous êtes sous leur tutelle. Quand on leur pose des questions techniques ils arrivent rarement à répondre, haut degré d'incompétence;22/05/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Thomas DONNADIEU (THOWAMIDO);J'ai été super bien accueilli ! La conseillère a été à mon écoute, merci. Des locaux modernes et superbe expérience.;22/05/2022;5;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Seikou Diarra;Je viens d'avoir une conseillère de Pôle Emploi de Villejuif super désagréable malpoli très agressif et ne répond à aucune de mes demandes limite démerde toi seul. J'ai demander à changer de conseiller. Nul;22/05/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Andréa Elizalde;J'ai eu dame au téléphone du service Indemnisation  du Val de Marne fort malpolie et désagréable, qui a prétexté des problèmes de réseaux et m'a raccroché au nez après.. du mal à y croire vu son ton condescendant dès les premières secondes de l'appel.;22/05/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;François LEGRAND;Juste pas pro;;;",2019-05-23,1
Pôle emploi,58 Av. de Stalingrad, 94800 Villejuif"",Île-de-France,Naal NARAYANAN,""J'ai été super bien accueilli, la conseillère a été à mon écoute. Superbe expérience dans des locaux modernes."",2022-05-22,5"
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Monia Dmz;Ils se permettent de donner des leçons alors que eux-mêmes ne sont pas professionnels et agissent que pour justifier de leurs salaires ! Ils est plus que temps qu'ils réalisent que si les personnes en recherches d'emploi n'existaient pas ils n'auraient aucune raison d'exister !;23/05/2017;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Bojan Dimitrijevic;Personnel et la direction incompétent et désagréable!!1 etoile parce que il n'y a pas zéro;26/07/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;werner pascal;simplement inadmissiblecette agence prend les chômeurs pour du bétailvous écrivez des messages a votre conseiller......pas de réponsevous appelez......pas de réponse même après 20mm d'attente au tél...1 appel par jour dans la semaine...pas de réponsec'est de l'arnaque au téléphone;23/05/2017;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Ophelie Pop (“Lili”);J'ai eu une dame au téléphone et je ne sais pas pour qui elle c'est pris celle la pour se permettre de faire certaines réflexions . Aucun respect .;22/05/2020;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Marianne Pouzol;Premier rendez-vous avec une conseillère très à l'écoute, souriante et qui a parfaitement su répondre à toutes mes interrogations.;22/05/2020;5;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Sofiane ALLEG;Pôle emploi qui sert à rien il m ont radié depuis le mois d août alors que je suis malade je prends des médicaments qui m aidé à a neu pas être en dépression je suis sans ressources et 4 enfants elle belle la France les gilets jaunes on raison économie sur économie y a marre tout pour rien pour les pauvres;23/05/2019;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;P Béliveau;Très bien reçu par le personnel! Ils sont à l'écoute, patient et calme avec les gens. Merci à vous.;23/05/2019;5;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Fofana Fofvak;Bonjour, cet endroit est un cauchemar.Le personnel est désagréable.Négligence également dans le traitement des dossiers..;22/05/2020;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Sofiane Allegr;Fermer l après midi c'est dommage;22/05/2022;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Gregory Dhununjay;Sur rdvSinon beaucoup d attentePersonnel a l ecoute;23/05/2017;4;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Kat Ben;inadmissible l'attente entre les rdv, professionnalisme 0;23/05/2016;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Le vegan Palace;Conseillers particulièrement incompétents.;23/05/2019;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;i653;incapables;23/05/2017;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;miki gugu;Cauchemar...;23/05/2017;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Tanina;Je demande depuis 5 mois de modifier mon erreur dans ma déclaration or ils vérifient mon dossier d’ allocation in_croya_ble !;24/04/2023;1;
Pôle emploi;58 Av. de Stalingrad, 94800 Villejuif;Île-de-France;Gurvinder Kaur;They do not even hear our queries, assisting and helping is so far away, lot of them don’t even know why they are doing their job here.Very Poor Administration;22/04/2023;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;David Defert;Suivant qui nous reçoit a l'accueil,c'est bien ou mal.les problèmes personnel doivent rester à la maison. On ne doit pas sen prendre au personnes en recherche d'emplois. C'est déjà passer dure.;22/04/2023;3;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;I I;Ma conseillère n'a même pas regarder mon dossier lorsque je lui es parler de formation. Entre incapacité et incompétence il y a pas grand chose dans cette agence.;22/04/2023;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Doriane Giret;Pour un premier déplacement je confirme les autres avis, cette agence ne sert a rien.La personne de l'accueil a l'air étonnée qu'on lui demande de voir un conseiller pour la recherche d'emploi, c'est à ce demander à quoi sert un conseiller pôle emploi.;24/09/2022;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Nina Eyssette;Merci à Mme Mazarin et Mme Estienne ce sont des personnes adorables qui aime leurs métier toujours disponible et à l’écoute vraiment 👍🏼 Merci …;21/02/2023;5;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Yassine Kalil;suite à un appel téléphonique j'ai tomber sur une dame qui parle mâle est hurle au téléphone, on dirait on le dérange car on appelle, en plus il donne aucune information . c'est bien de mettre la bonne personne au bon endroit .;26/07/2022;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;cb500 pulsar;Premier échange : 2 fautes d'orthographes & 1 problème lié à un souci informatique indépendant de leur bonne volonté...NB : On demande de payer 11cts/€ aux personnes qui ont perdu leur emploi pour leur parler au téléphone... Chercher l'erreur.;22/05/2022;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Robert Tambouez;Agence qui ne sert a rien je confirme. Plusieurs messages envoyés aucune réponse.;22/05/2022;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Anonyme Is;J'ai été plusieurs fois chez eux ils sont débordé on vous reçoit a la vas vite on vous propose des offres qui correspondent au profil....;22/05/2021;1;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Guillaume Justine;Très bon;26/06/2022;4;
Pôle emploi;6 Rue du 8 Mai 1945, 60110 Méru;Île-de-France;Fabien Girard;Ne sert à rien.;22/05/2022;1;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Saye;Si je pouvais mettre 0 étoile je le ferai. Je bataille depuis 10 mois pour être payé de mes allocations..Je ne vais pas détailler plus que ça, je pense qu’on est tous d’accord pour dire que ces gens sont incompétents au possible.;24/10/2022;1;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Tchaï-Khen Wilson;Des conseillers qui vous annoncent une ARE bloquée, ils ne savent pas pourquoi, ils ne peuvent rien faire.Conseiller qui vous raccrochent au nez quand vous exprimez votre mécontentement face à leur incompétence au passage. Du jamais vu.;24/09/2022;1;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Manimou - nne;C'est juste une honte de traiter les gens comme des moins que rien.Pôle Emploi et Pôle Emploi Spectacle c'est la même chose, que des gens qui n'en on rien a faire de vous, et qui plus ai vous envoie littéralement boulé quand vous demandez des explications sur les innombrables erreurs de votre dossier.Carrément on vous dis de plus leur écrire car ils sont débordés ils ont pas que ça a faire, mais c'est inamissible de vous envoyer boulé de la sorte alors qu'aucune réponse n'est apporté. Vous savez faire correctement votre travail????JE SUIS DANS MON DROIT D'ENVOYER AUTANT DE MAILS QUE JE DÉSIRE ET DE VOUS CONTACTEZ PAR N'IMPORTE QUEL BIAIS JUSQU'A OBTENIR CONCRÉTEMENT DES RÉPONSES. On est dans un pays libre!Si vous répondiez et répondiez correctement aux gens il n’y aurait pas besoin de relancer sans cesse les demandes.AUCUNE HUMANITÉ et surtout aucun professionnalisme.Si vous n'aimez pas votre métier choisissez en un autre, personne ne vous oblige.En plusieurs mois d'inscription chez vous, je ne suis jamais tombé mais alors JAMAIS, sur une personne compétente.ZERO étoile est plus approprié.;23/03/2023;1;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Lizette Vargas;Les meilleurs !!!Chaque fois que je vais sur place, ils sont super gentilles, pédagogiques et professionnelles... merci !;21/02/2023;5;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Marius;Je viens d'avoir le monsieur le plus idiot de la terre qui m'indique que mon indemnisation est bloquée pour un soi-disant trop perçu dont je n'ai jamais eu vent. Je lui demande donc, de manière très polie, de m'expliquer pourquoi je n'ai pas eu cette information. Il me reproche d'avoir un ton véhément et me coupe systématiquement la parole. Je lui demande d'arrêter et il me raccroche au nez.Merci Pole emploi !!;22/05/2022;1;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Sofiane Azzoug;Un accueil agréable, j ai été reçu par des conseillers super conciliants et pédagogiques;22/01/2023;5;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Dusan;Pour nous qui y sommes passés aujourd´hui, bon accueil, explications claires et soutient complet.;22/01/2023;5;
Pôle emploi;202 Rue de la Croix Nivert, 75015 Paris;Île-de-France;Antoine;Injoignable depuis des jours! De nombreuses indemnisations non-payées pr beaucoup d’intermittent en juillet. Même le pôle emploi classique ne comprend pas pourquoi ils ne répondent plus…C’est un e-n-f-e-r;26/07/2022;1;
